app_id,title,description
124,Cause Envy,Show recent sales notifications to other potential customers.
124,Build Trust,Create an instant social proof by showing it as an active store.
124,Create Urgency,Display inventory left in notifications like only X left.
125,Sales conversion optimization,"What would be the optimal price, name and description to your product? What do customers like the best?"
125,Automatic changes,"You can try to manually change these values, and then compare the sales, or… this app can do it for you automatically, for 100s of products!"
125,Schedule a product to change,Schedule a product to change its name weekly or monthly and see when the revenue was the highest!
126,Custom Products For All,Offer a 'Build Your Own Product' experience online & in-store - present every possible component of your products from every angle.
126,Unlimited Variants & Options,"Powerful & easy to use interface offers advanced option display logic & rules for all your materials, colors & styles."
126,Product Personalization,"Unlimited personalization features. Allow uploading static images, logos, photos, art, text, monograms or dates to predefined areas."
127,Scan and update stock,"Choose whether you want to add, remove or direct update with specific amount and scan the item you want to count."
127,Support any barcode scanner,You can even use a $5 barcode scanner as long as it support USB connection with your pc/laptop.
127,No setup needed,No setup needed. Plug in your barcode scanner and start scanning right away.
128,Show price in installments,"Show the payment installments your store supports.
----
Mostre aos seus clientes quantas parcelas você aceita."
128,Compatible with all Gateways,"Compatible with all of the Shopify payment Gateways
---
Compatível com todos os operadores de pagamento (Gateways) do Shopify"
128,"Easy install, doesn't need IT","Easy install, compatible with all the themes listed bellow
---
Instalação fácil, compatível com todos os temas listados abaixo."
129,Low stock email alert,Get an email notifying you of low inventory levels so you can restock immediately.
129,Forecast low-stock in advance!,"With Inventory Forecasting, you'll now know how much stock to keep on hand to meet projected sales."
129,Never miss a sale!,With alerts and forecasts you'll never be out of stock.
130,Update Prices,Use automation to save precious time when updating your product prices
130,Run Promotions,"Boost your profits by setting up recurring, short-term or long-term promotions"
130,Clear Stock,Effortlessly clear stock by discounting products that are old or have low inventory
131,Better user experience,Helping users navigate is a high priority for every shop. Swipe navigation provides a more immersive shopping experience.
131,Faster navigation,"Increase navigation speed. Upon product page loading, the next product is preloaded in the background without affect the page loading."
131,Stay in collection,Keeps customer stays in the same collection without going back and forward.
132,Make tabs,Make tabs automatically by using headings in your product descriptions. No coding required.
132,Manage tabs,"Create custom tabs and assign them to products by collections, tags, vendors or types for the ultimate time saver."
132,Style tabs,Use the style designer to  customize the look of your tabs for a perfect match with your shop.
133,Optimize Your Navigation,"Quickly create, modify and maintain a filter menu that behaves just like your customer’s favorite store."
